Gap,Rotation,freq (GHz)Freq,VSWR,S11dB,S21dB,S11,S21
2.8,90,4.67,41.62297034,-0.417440723,-10.8434896,0.9024761520762389+0.30641876118550304i,0.058825741913842024+0.2808685631485761i
2.8,90,4.675,42.22398215,-0.411496676,-10.90538867,0.9065300468889171+0.2963157511083995i,0.06210742419969921+0.2780735999602347i
2.8,90,4.68,42.84143931,-0.405563761,-10.96799978,0.9104708248207697+0.286157446838574i,0.0653263317585894+0.2752321604000871i
2.8,90,4.685,43.47611606,-0.399641121,-11.03140151,0.9142982752635492+0.2759435996883312i,0.06848174543641675+0.2723431827901946i
2.8,90,4.69,44.12883571,-0.393727899,-11.09567433,0.9180121350180386+0.2656739377285797i,0.07157279173220363+0.269405645014613i
2.8,90,4.695,44.80047425,-0.387823243,-11.16090058,0.9216120865423852+0.25534816849882086i,0.07459844701411952+0.2664185770661597i
2.8,90,4.7,45.49196431,-0.381926311,-11.22716431,0.9250977563290443+0.2449659818229321i,0.0775575427087165+0.2633810731223022i
2.8,90,4.705,46.20429954,-0.37603627,-11.29455131,0.9284687134166539+0.234527052724431i,0.08044877141093007+0.2602923030726738i
2.8,90,4.71,46.93853951,-0.370152297,-11.36314896,0.9317244680428519+0.22403104443451535i,0.08327069385599643+0.25715152342667247i
2.8,90,4.715,47.69581513,-0.364273581,-11.43304628,0.9348644704437059+0.21347761148579397i,0.08602174668872876+0.25395808753609356i
2.8,90,4.72,48.4773347,-0.358399323,-11.5043338,0.9378881098050037+0.20286640288426575i,0.08870025096062625+0.25071145507469006i
2.8,90,4.725,49.28439061,-0.352528735,-11.57710362,0.9407947133702976+0.19219706535177003i,0.0913044212811001+0.24741120072388026i
2.8,90,4.73,50.11836695,-0.346661039,-11.65144935,0.9435835457101339+0.18146924663082087i,0.09383237554571536+0.24405702202142432i
2.8,90,4.735,50.9807479,-0.340795467,-11.72746615,0.9462538081564639+0.17068259884344764i,0.09628214516177838+0.2406487463376858i
2.8,90,4.74,51.87312722,-0.334931258,-11.80525073,0.9488046384057635+0.159836781895408i,0.09865168568984953+0.2371863369519753i
2.8,90,4.745,52.79721894,-0.329067655,-11.8849014,0.9512351102939111+0.14893146691690917i,0.10093888781882471+0.23366989820938588i
2.8,90,4.75,53.75486931,-0.323203904,-11.96651814,0.9535442337453595+0.13796633973076486i,0.10314158859208508+0.23009967974633458i
2.8,90,4.755,54.73454142,-0.317417705,-12.0476627,0.9557125944300902+0.12701317651982882i,0.10527513617987438+0.22654846413392887i
2.8,90,4.76,55.74676723,-0.311652923,-12.12966979,0.9577530361215305+0.11602881316653156i,0.10733057766751075+0.2229794663586059i
2.8,90,4.765,56.79318526,-0.3059095,-12.2126525,0.9596653158115953+0.105013118942925i,0.1093073093904398+0.21939138497198377i
2.8,90,4.77,57.87554558,-0.300187379,-12.2967284,0.9614491336411585+0.09396594727812711i,0.11120451013478358+0.21578298726280992i
2.8,90,4.775,58.99571875,-0.294486509,-12.38201941,0.963104131417455+0.0828871388746931i,0.11302114950987648+0.21215312893200425i
2.8,90,4.78,60.15570566,-0.288806848,-12.46865167,0.9646298912857779+0.0717765249250562i,0.11475599801751672+0.20850077277271337i
2.8,90,4.785,61.3576484,-0.283148362,-12.55675549,0.9660259345619514+0.060633930420188116i,0.11640763869823471+0.20482500620546615i
2.8,90,4.79,62.60384248,-0.277511033,-12.64646524,0.967291720731676+0.049459177542198605i,0.11797448022121948+0.2011250575334063i
2.8,90,4.795,63.89675029,-0.271894857,-12.73791932,0.968426646622358+0.038252089132183295i,0.1194547712728167+0.1974003107987236i
2.8,90,4.8,65.23901623,-0.266299846,-12.83126012,0.9694300457525802+0.02701249222424379i,0.12084661608882626+0.19365031913855132i
2.8,90,4.805,66.63348364,-0.26072603,-12.92663404,0.970301187863834+0.015740221636252417i,0.12214799096825613+0.18987481655646998i
2.8,90,4.81,68.08321378,-0.255173452,-13.02419153,0.9710392786386174+0.00443512360760887i,0.12335676160077554+0.18607372804408637i
2.8,90,4.815,69.59001421,-0.24964753,-13.12411447,0.9716428771514479-0.0069005776755039225i,0.12447195630622548+0.18224547981835076i
2.8,90,4.82,71.15566199,-0.244153769,-13.22558719,0.9721108238266255-0.018251587418815652i,0.12550175602354235+0.17841287659262298i
2.8,90,4.825,72.78450058,-0.238689176,-13.32841346,0.9724431840754246-0.0296151897983177i,0.12644743827576485+0.17458392065581027i
2.8,90,4.83,74.48015137,-0.233254403,-13.43275548,0.9726395685696776-0.04099143815248614i,0.12730807896550295+0.17075720332445024i
2.8,90,4.835,76.24650637,-0.227850117,-13.53878358,0.9726995265378299-0.05238038758335086i,0.12808249691900583+0.16693145141823082i
2.8,90,4.84,78.08775236,-0.222477002,-13.64667619,0.9726225449571613-0.06378209137331865i,0.12876926981791675+0.1631055520679655i
2.8,90,4.845,80.00839767,-0.217135756,-13.75661983,0.9724080479331241-0.0751965973319569i,0.12936675240793638+0.15927857566671336i
2.8,90,4.85,82.01330215,-0.211827104,-13.86880907,0.9720553962709609-0.08662394408277867i,0.12987309675919065+0.15544979675039255i
2.8,90,4.855,84.10771061,-0.206551787,-13.98344663,0.97156388724421-0.0980641573004445i,0.1302862743325145+0.15161871262302878i
2.8,90,4.86,86.29729036,-0.201310572,-14.10074351,0.9709327545640889-0.10951724590914001i,0.13060409958916025+0.14778505957258478i
2.8,90,4.865,88.58817335,-0.196104249,-14.2209191,0.9701611685531394-0.12098319825319123i,0.130824254868809+0.14394882655554428i
2.8,90,4.87,90.98700371,-0.190933629,-14.3442015,0.9692482365258596-0.13246197825124312i,0.13094431625232295+0.14011026626152523i
2.8,90,4.875,93.50099147,-0.185799545,-14.47082781,0.9681930033783572-0.1439535215455565i,0.130961780121402+0.1362699035026023i
2.8,90,4.88,96.13215886,-0.180713781,-14.60065381,0.9669948650870244-0.15544739907940164i,0.13088391288653906+0.13243061150492255i
2.8,90,4.885,98.89395569,-0.175666665,-14.73251997,0.9656561283801373-0.16693300654978793i,0.13072181194717938+0.12862132257604755i
2.8,90,4.89,101.7951899,-0.170659715,-14.86666123,0.9641763307603094-0.1784102545401403i,0.1304745383023945+0.12484039526547439i
2.8,90,4.895,104.8454169,-0.165694473,-15.00332891,0.9625549477808073-0.18987904280352988i,0.13014083455046996+0.1210863736293034i
2.8,90,4.9,108.0550134,-0.160772506,-15.14279107,0.9607913929026645-0.20133925639278408i,0.12971914770753057+0.11735802103106596i
2.8,90,4.905,111.4352604,-0.15589541,-15.28533289,0.9588850175641828-0.21279076175214323i,0.1292076554813698+0.11365435118017468i
2.8,90,4.91,114.9984354,-0.151064813,-15.43125717,0.9568351114665292-0.2242334027823924i,0.12860429564824677+0.10997465604155074i
2.8,90,4.915,118.7579165,-0.146282373,-15.58088495,0.9546409030783892-0.23566699689170048i,0.12790679813961642+0.10631853029798971i
2.8,90,4.92,122.7282984,-0.141549781,-15.73455625,0.9523015603619189-0.2470913310446636i,0.12711271941194882+0.10268589209956841i
2.8,90,4.925,126.9255236,-0.136868758,-15.892631,0.9498161917214808-0.2585061578222594i,0.1262194786465515+0.09907699989078281i
2.8,90,4.93,131.3670301,-0.132241056,-16.05549018,0.9471838471758686-0.26991119150558884i,0.12522439530800855+0.09549246516499225i
2.8,90,4.935,136.0719177,-0.127668459,-16.22353724,0.9444035197539401-0.2813061041963954i,0.12412472757968154+0.09193326105593383i
2.8,90,4.94,141.0549882,-0.123158142,-16.39719645,0.9414743568122969-0.29268779464594i,0.12292098911206074+0.08839626816035179i
2.8,90,4.945,146.34578,-0.118705505,-16.57497003,0.9384010230774918-0.3040406753615678i,0.12163504350666067+0.08490574259930943i
2.8,90,4.95,151.9790103,-0.114305455,-16.75660395,0.935184626889188-0.3153621046138981i,0.12027064566883922+0.08147237920800286i
2.8,90,4.955,157.9840076,-0.109960568,-16.94250915,0.9318246133366381-0.3266517719323265i,0.11882659570458218+0.07809447662236463i
2.8,90,4.96,164.3931602,-0.105673457,-17.13313513,0.9283203693484285-0.33790933841513526i,0.11730132999879728+0.07477060798564374i
2.8,90,4.965,171.2422753,-0.101446776,-17.3289725,0.9246712245953124-0.34913443272404876i,0.11569295570254892+0.0714996637076076i
2.8,90,4.97,178.5709833,-0.097283223,-17.53055584,0.9208764526274749-0.360326647097152i,0.11399929008175548+0.06828088995966802i
2.8,90,4.975,186.4231913,-0.093185541,-17.7384671,0.9169352722467885-0.3714855333941151i,0.11221790416650135+0.06511392232858808i
2.8,90,4.98,194.8475918,-0.089156513,-17.95333959,0.9128468491136903-0.38261059918779183i,0.11034617006736273+0.061998814131173634i
2.8,90,4.985,203.8982313,-0.085198966,-18.1758627,0.9086102975874762-0.39370130391632185i,0.10838131126465987+0.058936058981815004i
2.8,90,4.99,213.6351434,-0.08131577,-18.40678759,0.9042246827978516-0.40475705510987775i,0.10632045512968759+0.05592660730189645i
2.8,90,4.995,224.1250518,-0.07750983,-18.64693398,0.8996890229447145-0.4157772047061305i,0.10416068690475247+0.05297187656269289i
2.8,90,5,235.4421444,-0.073784087,-18.89719846,0.8950022918222077-0.4267610454684017i,0.10189910435186003+0.05007375515907619i
3,0,1,2.162799586,-8.691336098,-0.687457301,-0.23961143944299165+0.27884050025420987i,-0.7240211742839675-0.5739277574771927i
3,0,1.005,2.173129512,-8.642836761,-0.69573226,-0.2374703140949135+0.2833574124458962i,-0.7306872397226323-0.5639778419984924i
3,0,1.01,2.183440728,-8.595005138,-0.703934972,-0.2352511209718784+0.28784403270319897i,-0.7371994876001298-0.5539892779597843i
3,0,1.015,2.193734619,-8.547820742,-0.712070583,-0.23295451114889468+0.2922997060878315i,-0.7435590255197382-0.5439629434052627i
3,0,1.02,2.20401279,-8.501262812,-0.720144242,-0.230581143852877+0.296723817261805i,-0.749766939022403-0.5338996281015749i
3,0,1.025,2.21427707,-8.455310321,-0.728161109,-0.2281316842068197+0.30111579127324045i,-0.7558242865548847-0.523800035325162i
3,0,1.03,2.224529515,-8.409941979,-0.73612637,-0.22560680089017768+0.30547509422944524i,-0.7617320945334052-0.51366478393383i
3,0,1.035,2.234772417,-8.365136237,-0.744045244,-0.22300716372026128+0.30980123385003133i,-0.7674913525196688-0.5034944107177283i
3,0,1.04,2.245008303,-8.320871293,-0.751922989,-0.22033344116001596+0.3140937598929909i,-0.7731030085258621-0.49328937302386816i
3,0,1.045,2.255239944,-8.277125102,-0.759764917,-0.21758629775812305+0.3183522644468145i,-0.7785679644649681-0.483050051647226i
3,0,1.05,2.265470358,-8.233875379,-0.767576396,-0.21476639152790836+0.32257638208196154i,-0.783887071762286-0.4727767539804775i
3,0,1.055,2.275702812,-8.191099613,-0.775362862,-0.2118743712721366+0.3267657898552487i,-0.7890611271436522-0.4624697174133578i
3,0,1.06,2.285940828,-8.148775068,-0.783129823,-0.20891087386129711+0.330920207161035i,-0.7940908686152848-0.4521291129716806i
3,0,1.065,2.296188184,-8.106878802,-0.790882867,-0.20587652147356414+0.33503939542341893i,-0.7989769716496113-0.4417550491850886i
3,0,1.07,2.30644892,-8.065387671,-0.798627665,-0.20277191880514112+0.3391231576240818i,-0.8037200455907613-0.4313475761716802i
3,0,1.075,2.316727341,-8.024278346,-0.806369977,-0.1995976502602201+0.3431713376608303i,-0.8083206302927033-0.420906689926799i
3,0,1.08,2.327028017,-7.983527321,-0.814115656,-0.1963542771303063+0.34718381953239685i,-0.81277919300221-0.41043233680243724i
3,0,1.085,2.337355788,-7.943110933,-0.821870649,-0.19304233477313093+0.35116052634558353i,-0.8170961254980061-0.39992441816292174i
3,0,1.09,2.347715766,-7.903005373,-0.829641002,-0.18966232980182762+0.355101419141411i,-0.8212717414965662-0.3893827952018476i
3,0,1.095,2.358113338,-7.863186704,-0.837432857,-0.18621473729548768+0.3590064955375625i,-0.8253062743340871-0.37880729390454276i
3,0,1.1,2.368554168,-7.823630875,-0.845252455,-0.18269999804258236+0.36287578818507304i,-0.8291998749331794-0.36819771013976343i
3,0,1.105,2.379044196,-7.784313747,-0.853106133,-0.17911851582911106+0.3667093630379198i,-0.832952610061795-0.3575538148637762i
3,0,1.11,2.389589644,-7.745211104,-0.861000323,-0.1754706547836292+0.37050731743491455i,-0.8365644608908708-0.3468753594195259i
3,0,1.115,2.400197017,-7.706298679,-0.868941548,-0.17175673679157882+0.3742697779940798i,-0.8400353218560398-0.3361620809131839i
3,0,1.12,2.410873101,-7.667552173,-0.876936421,-0.16797703899156485+0.37799689832049893i,-0.843364999827692-0.325413707650063i
3,0,1.125,2.421624968,-7.628947281,-0.884991635,-0.1641317913663723+0.381688856529479i,-0.8465532135925016-0.3146299646116261i
3,0,1.13,2.432459976,-7.590459712,-0.893113961,-0.16022117444162762+0.38534585258773457i,-0.8495995936484108-0.3038105789551528i
3,0,1.135,2.443385772,-7.552065214,-0.901310237,-0.15624531710505501+0.3889681054761917i,-0.8525036823138686-0.29295528551753336i
3,0,1.14,2.45441029,-7.513739602,-0.909587365,-0.152204294559253+0.3925558501789256i,-0.8552649341510071-0.2820638323046384i
3,0,1.145,2.465541756,-7.475458783,-0.917952298,-0.1480981264208446+0.39610933450366764i,-0.8578827167012318-0.2711359859477841i
3,0,1.15,2.476788686,-7.437198784,-0.926412031,-0.14392677497869563+0.39962881574026515i,-0.8603563115305727-0.26017153710893876i
3,0,1.155,2.48815989,-7.398935777,-0.934973589,-0.13969014362368054+0.40311455716439876i,-0.8626849155809879-0.24917030581654484i
3,0,1.16,2.499664473,-7.360646112,-0.943644018,-0.13538807546218348+0.4065668243948224i,-0.8648676428226959-0.23813214671411714i
3,0,1.165,2.511311835,-7.322306342,-0.952430369,-0.13102035212516558+0.40998588161331173i,-0.8669035262014979-0.22705695420414493i
3,0,1.17,2.523111674,-7.283893254,-0.961339687,-0.12658669278419038+0.4133719876574348i,-0.8687915198739864-0.21594466747026575i
3,0,1.175,2.535073989,-7.245383902,-0.970378994,-0.12208675338529917+0.4167253919971621i,-0.8705305017224918-0.2047952753611965i
3,0,1.18,2.547209083,-7.206755631,-0.979555275,-0.11752012611104026+0.42004633060721625i,-0.872119276140618-0.19360882112047031i
3,0,1.185,2.559527561,-7.167986113,-0.988875463,-0.11288633908032371+0.4233350217479128i,-0.8735565770792566-0.18238540694669128i
3,0,1.19,2.572040339,-7.129053374,-0.998346419,-0.10818485629503376+0.42659166166806417i,-0.8748410713420668-0.17112519836971057i
3,0,1.195,2.584758644,-7.089935826,-1.007974919,-0.10341507784155778+0.4298164202442911i,-0.8759713621185347-0.15982842842889267i
3,0,1.2,2.597694018,-7.050612297,-1.017767632,-0.09857634035453287+0.43300943657182006i,-0.8769459927419446-0.14849540164046332i
3,0,1.205,2.610858325,-7.01106206,-1.027731103,-0.09366791774918977+0.4361708145225201i,-0.8777634506588365-0.13712649774178895i
3,0,1.21,2.624263751,-6.971264862,-1.037871735,-0.0886890222277046+0.4393006182865557i,-0.8784221715958493-0.12572217520135123i
3,0,1.215,2.637922817,-6.931200956,-1.048195767,-0.08363880556393352+0.44239886791458255i,-0.8789205439092401-0.11428297448412714i
3,0,1.22,2.651848379,-6.890851124,-1.058709254,-0.0785163606698176+0.4454655348779073i,-0.8792569131018307-0.10280952106307098i
3,0,1.225,2.666053638,-6.850196711,-1.069418048,-0.07332072344561835+0.4485005376644484i,-0.8794295864916282-0.09130252816840419i
3,0,1.23,2.680552147,-6.809219645,-1.080327777,-0.06805087491497383+0.45150373742866334i,-0.8794368380160084-0.07976279926745669i
3,0,1.235,2.695357821,-6.767902468,-1.091443823,-0.06270574364454846+0.4544749337138816i,-0.8792769131549809-0.06819123026885773i
3,0,1.24,2.710484945,-6.726228356,-1.102771297,-0.05728420844682137+0.4574138602656315i,-0.878948033956815-0.056588811445940954i
3,0,1.245,2.725948187,-6.684181146,-1.114315024,-0.05178510136328767+0.46032018095466687i,-0.8784484041491158-0.044956629075304975i
3,0,1.25,2.741762608,-6.641745355,-1.126079515,-0.04620721092406909+0.4631934858283526i,-0.8777762143183374-0.033295866787546084i
3,0,1.255,2.756608793,-6.602418368,-1.137484733,-0.04062581820050087+0.4658367887146455i,-0.8769813756286221-0.02190175533015378i
3,0,1.26,2.771523583,-6.563397789,-1.14888324,-0.03499033051721822+0.46840524122254795i,-0.8760408174166722-0.010550969452688505i
3,0,1.265,2.786514499,-6.524661579,-1.16028556,-0.029301137568058015+0.4708990268229929i,-0.8749546820411681+7.569640788926425E-4i
3,0,1.27,2.801589544,-6.486187436,-1.171702431,-0.023558577202337994+0.47331834652884547i,-0.8737229987568967+0.012022507579332929i
3,0,1.275,2.816757222,-6.447952816,-1.183144805,-0.01776293331303554+0.47566341596394496i,-0.8723456844426012+0.02324610500403363i
3,0,1.28,2.83202654,-6.409934947,-1.194623846,-0.011914433847060773+0.47793446224928043i,-0.8708225447852854+0.03442817454912167i
3,0,1.285,2.847407026,-6.372110856,-1.206150924,-0.006013248951225163+0.4801317207093759i,-0.8691532759187032+0.04556910132087257i
3,0,1.29,2.86290873,-6.334457382,-1.217737618,-5.948926765657333E-5+0.4822554314028768i,-0.8673374665116637+0.05666923010358449i
3,0,1.295,2.878542243,-6.296951207,-1.229395699,0.005946795607527229+0.48430583548233447i,-0.8653746002998638+0.06772885825470235i
3,0,1.3,2.8943187,-6.259568871,-1.241137132,0.012005618488455794+0.48628317138915567i,-0.8632640590529435+0.07874822875554319i
3,0,1.305,2.910249795,-6.222286804,-1.252974061,0.018117055772882164+0.4881876708907417i,-0.8610051259665228+0.08972752344538179i
3,0,1.31,2.926347789,-6.185081345,-1.264918803,0.02428124841107043+0.4900195549678811i,-0.8585969894670792+0.10066685646591952i
3,0,1.315,2.942625524,-6.147928772,-1.276983829,0.030498402656762985+0.4917790295615283i,-0.8560387474157175+0.11156626794228318i
3,0,1.32,2.959096432,-6.110805326,-1.289181758,0.03676879058709468+0.4934662811891803i,-0.8533294116950703+0.12242571792569194i
3,0,1.325,2.975774552,-6.073687243,-1.301525336,0.043092750378693+0.4950814724421535i,-0.8504679131619177+0.13324508062179002i
3,0,1.33,2.992674536,-6.036550778,-1.314027424,0.04947068632765991+0.4966247373761407i,-0.847453106946496+0.1440241389273852i
3,0,1.335,3.009811669,-5.999372239,-1.326700975,0.0559030686016797+0.4980961768085053i,-0.844283778077976+0.15476257929695805i
3,0,1.34,3.027201879,-5.962128015,-1.339559021,0.06239043271313151+0.4994958535368347i,-0.8409586474141914+0.16545998695882724i
3,0,1.345,3.044861756,-5.924794609,-1.352614645,0.06893337870281269+0.5008237874943124i,-0.8374763778524272+0.17611584149928092i
3,0,1.35,3.062808566,-5.887348665,-1.365880968,0.0755325700246901+0.5020799508584838i,-0.833835580796929+0.1867295128313239i
3,0,1.355,3.081060272,-5.849767006,-1.379371117,0.08218873212301193+0.5032642631309531i,-0.8300348228577596+0.19730025756294828i
3,0,1.36,3.099635548,-5.812026664,-1.393098209,0.08890265069410042+0.5043765862064981i,-0.826072632754746+0.20782721577803684i
3,0,1.365,3.118553807,-5.774104911,-1.407075319,0.09567516962623347+0.5054167194509473i,-0.8219475083995111+0.21830940824114625i
3,0,1.37,3.137835215,-5.735979294,-1.42131546,0.10250718861219363+0.5063843948079855i,-0.8176579241279665+0.22874573403552015i
3,0,1.375,3.157500723,-5.697627669,-1.435831552,0.10939966043031744+0.5072792719558155i,-0.8132023380551808+0.23913496864175035i
3,0,1.38,3.17746939,-5.659224356,-1.450882493,0.11635402608649732+0.5080887590691869i,-0.8085561297332075+0.24946921379014406i
3,0,1.385,3.197581798,-5.621082374,-1.465918198,0.1233397485684347+0.5087989829202392i,-0.8037880784610206+0.25970764115336037i
3,0,1.39,3.217850035,-5.583179148,-1.480955862,0.13035678218578833+0.5094102479400887i,-0.7988976271012814+0.26985102837730657i
3,0,1.395,3.238287042,-5.545491718,-1.496013132,0.13740515110470092+0.5099228475147655i,-0.7938840827292071+0.2799000670942891i
3,0,1.4,3.258906636,-5.507996766,-1.511108106,0.1444849504747163+0.5103370594520769i,-0.7887466220287301+0.28985535346492497i
3,0,1.405,3.279723541,-5.470670635,-1.526259332,0.15159634733068048+0.5106531412722826i,-0.7834842973129761+0.2997173790430557i
3,0,1.41,3.30075341,-5.433489359,-1.541485795,0.15873958125347357+0.5108713253311092i,-0.7780960431486934+0.30948652200679416i
3,0,1.415,3.32201286,-5.396428683,-1.556806914,0.16591496477351886+0.5109918137848939i,-0.7725806835610683+0.31916303879743263i
3,0,1.42,3.343519493,-5.359464093,-1.572242525,0.1731228835011834+0.5110147734089153i,-0.76693693979228+0.3287470562063029i
3,0,1.425,3.365291934,-5.322570843,-1.587812873,0.1803637959684573+0.5109403302812936i,-0.7611634385841786+0.33823856394779905i
3,0,1.43,3.387349862,-5.285723982,-1.603538592,0.18763823316666825+0.5107685643461545i,-0.7552587209526492+0.34763740775463353i
3,0,1.435,3.409714039,-5.248898388,-1.619440689,0.19494679776545082+0.5104995038710979i,-0.7492212514185813+0.3569432830290655i
3,0,1.44,3.432406354,-5.212068792,-1.635540521,0.20229016299877275+0.5101331198153577i,-0.7430494276578683+0.366155729081267i
3,0,1.445,3.455449854,-5.175209817,-1.651859774,0.20966907120449946+0.5096693201263727i,-0.7367415905306323+0.37527412398324794i
3,0,1.45,3.478868789,-5.138296007,-1.668420437,0.2170843320047826+0.5091079439838296i,-0.7302960344477957+0.38429768006382914i
3,0,1.455,3.502688657,-5.10130186,-1.685244777,0.224536820115464+0.5084487560115456i,-0.7237110180313209+0.3932254400670638i
3,0,1.46,3.526936246,-5.064201868,-1.702355307,0.23202747277371935+0.5076914404788349i,-0.7169847750228701+0.402056273993287i
3,0,1.465,3.551639687,-5.026970544,-1.719774757,0.23955728677431948+0.506835595514258i,-0.7101155253943483+0.41078887663862657i
3,0,1.47,3.576828508,-4.989582467,-1.73752604,0.2471273151061411+0.5058807273558327i,-0.7031014866127286+0.4194217658453816i
3,0,1.475,3.602533695,-4.952012313,-1.755632219,0.25473866318195865+0.5048262446629354i,-0.6959408850108131+0.4279532814721675i
3,0,1.48,3.628787748,-4.914234895,-1.774116471,0.26239248465603077+0.5036714529161731i,-0.6886319672151026+0.43638158508917974i
3,0,1.485,3.655624759,-4.876225202,-1.793002048,0.27008997682563207+0.5024155489324932i,-0.6811730115817323+0.44470466040035084i
3,0,1.49,3.683080479,-4.837958434,-1.812312236,0.2778323756143841+0.5010576155236993i,-0.6735623395915177+0.4529203143906155i
3,0,1.495,3.711192402,-4.799410044,-1.832070322,0.2856209501370899+0.4995966163273137i,-0.6657983271555238+0.4610261791929443i
3,0,1.5,3.739999853,-4.760555774,-1.852299543,0.2934569968477002+0.49803139083941284i,-0.657879415783188+0.46901971466632264i
3,0,1.505,3.7694176,-4.721538043,-1.873620289,0.30134797657461665+0.4963439103769724i,-0.64974484660488+0.476885312094412i
3,0,1.51,3.799169186,-4.682738236,-1.894905846,0.309238455917312+0.4945353442042093i,-0.6415360477339126+0.4846065490820619i
3,0,1.515,3.829277282,-4.644132592,-1.91618708,0.3171289696294121+0.4926057272127156i,-0.633251041395301+0.49218425000106686i
3,0,1.52,3.85976636,-4.605696745,-1.937496024,0.3250201352962734+0.4905550297385584i,-0.6248877005990106+0.4996190050415498i
3,0,1.525,3.890662785,-4.567405752,-1.958865871,0.3329126524537701+0.4883831505521094i,-0.616443764965745+0.5069111577891956i
3,0,1.53,3.921994893,-4.529234124,-1.980330979,0.34080730129274706+0.48608990967785753i,-0.6079168575290734+0.5140607938429212i
3,0,1.535,3.953793088,-4.491155859,-2.001926857,0.34870494092596693+0.48367504106287174i,-0.599304502442118+0.5210677305525914i
3,0,1.54,3.98608994,-4.453144474,-2.023690151,0.35660650719472603+0.4811381851146385i,-0.5906041435100983+0.5279315079510845i
3,0,1.545,4.018920287,-4.415173044,-2.045658627,0.36451300999289+0.4784788811311772i,-0.5818131634635646+0.5346513809491055i
3,0,1.55,4.052321347,-4.377214231,-2.067871146,0.3724255300867696+0.4756965596484982i,-0.5729289038811324+0.5412263128545907i
3,0,1.555,4.086332835,-4.339240329,-2.090367635,0.3803452154101623+0.4727905347326782i,-0.563948685665079+0.5476549702714603i
3,0,1.56,4.120997096,-4.3012233,-2.113189057,0.38827327681492974+0.4697599962460833i,-0.5548698299682754+0.553935719424861i
3,0,1.565,4.156359235,-4.263134811,-2.13637737,0.3962109832587509+0.4666040021194738i,-0.5456896794667384+0.5600666239519613i
3,0,1.57,4.192467274,-4.22494628,-2.159975486,0.404159656413152+0.46332147066398727i,-0.5364056198685275+0.5660454441888819i
3,0,1.575,4.229372308,-4.186628918,-2.184027229,0.4121206646765601+0.45991117295917255i,-0.5270151015469662+0.5718696379755365i
3,0,1.58,4.267128682,-4.148153769,-2.208577281,0.42009541657904864+0.45637172535542203i,-0.5175156611841276+0.5775363629910685i
3,0,1.585,4.305794184,-4.109491762,-2.233671134,0.4280853535675029+0.4527015821312536i,-0.5079049433093173+0.5830424806232917i
3,0,1.59,4.34543025,-4.070613749,-2.25935503,0.43609194216228775+0.4488990283478992i,-0.49818072161690835+0.588384561366149i
3,0,1.595,4.386102197,-4.03149056,-2.285675906,0.44411666547903667+0.4449621729455943i,-0.48834091994829565+0.5935588917297716i
3,0,1.6,4.427879469,-3.992093046,-2.312681333,0.45216101411196125+0.4408889421277531i,-0.4783836328240326+0.5985614826383164i
3,0,1.605,4.470835919,-3.952392128,-2.340419451,0.4602264763780647+0.43667707308086556i,-0.4683071454143068+0.6033880792814965i
3,0,1.61,4.515050105,-3.912358848,-2.368938902,0.46831452792488226+0.43232410807945093i,-0.458109952838833+0.6080341723766318i
3,0,1.615,4.560605628,-3.871964419,-2.398288771,0.47642662070776465+0.42782738902668344i,-0.4477907786909683+0.6124950107892646i
3,0,1.62,4.607591505,-3.831180271,-2.42851851,0.48456417134639906+0.42318405248239915i,-0.43734859268534304+0.6167656154519251i
3,0,1.625,4.65610257,-3.789978108,-2.459677873,0.49272854887403783+0.41839102523103855i,-0.4267826273335124+0.6208407945126294i
3,0,1.63,4.705931379,-3.74858342,-2.493362803,0.5009325820109103+0.4134012856321559i,-0.41594202848406137+0.6246548015980341i
3,0,1.635,4.756696278,-3.707344644,-2.526978401,0.5090916958810495+0.4082699554525849i,-0.4051129480648471+0.6282852730263205i
3,0,1.64,4.808452104,-3.666238288,-2.560584223,0.5172069768701529+0.40299575799108955i,-0.3942907144973359+0.6317324916095083i
3,0,1.645,4.861258648,-3.625239851,-2.594243592,0.5252795770047145+0.39757723888953883i,-0.3834705154771691+0.6349961543251086i
3,0,1.65,4.915181002,-3.584323875,-2.628023673,0.5333107071761589+0.3920127542951684i,-0.37264744496018976+0.6380753523467324i
3,0,1.655,4.970289932,-3.543463992,-2.661995522,0.5413016294150438+0.3863004589121944i,-0.3618165524750224+0.6409685547126279i
3,0,1.66,5.026662282,-3.502632976,-2.696234135,0.5492536481680039+0.38043829399558093i,-0.3509728944741064+0.6436735958944443i
3,0,1.665,5.084381417,-3.461802793,-2.730818464,0.5571681005314698+0.3744239753452827i,-0.34011158740495717+0.6461876675052011i
3,0,1.67,5.143537702,-3.42094466,-2.765831436,0.5650463453979561+0.3682549813649483i,-0.3292278621551862+0.6485073143584741i
3,0,1.675,5.204229029,-3.380029097,-2.801359939,0.5728897514730334+0.36192854125492374i,-0.31831711949888963+0.6506284350604538i
3,0,1.68,5.266561398,-3.339025987,-2.837494802,0.580699684123881+0.35544162341531266i,-0.30737498614886855+0.6525462872828461i
3,0,1.685,5.330649553,-3.297904638,-2.874330764,0.5884774910237269+0.3487909241408895i,-0.2963973709991935+0.6542554978279777i
3,0,1.69,5.396617685,-3.256633839,-2.911966421,0.5962244865604736+0.3419728566957118i,-0.2853805211262634+0.6557500775581074i
3,0,1.695,5.464600216,-3.215181929,-2.950504168,0.6039419349824278+0.33498354086133214i,-0.2743210771041343+0.6570234412193156i
