rot (deg),freq (GHz),S11 (1)
90,3.795918367,-0.5363094442884546-0.7412278903399936*i
90,3.816326531,-0.5723552213207788-0.7256806440505368*i
90,3.836734694,-0.606135247676224-0.7077497140718343*i
90,3.857142857,-0.6378433162368298-0.6879284894654358*i
90,3.87755102,-0.6679464177349208-0.666600623374474*i
90,3.897959184,-0.6961789407369275-0.6439065822404101*i
90,3.918367347,-0.72265288118957-0.6200703028177242*i
90,3.93877551,-0.7476844525496882-0.5952345493441309*i
90,3.959183673,-0.7711465463148558-0.5695219347985697*i
90,3.979591837,-0.7930859518273428-0.5430590424864882*i
90,4,-0.813708791791797-0.5158898524951782*i
100,3,0.2515855556130625-0.9526084167839624*i
100,3.020408163,0.220036591578437-0.9592284840789161*i
100,3.040816327,0.18829072757414828-0.9647895881503649*i
100,3.06122449,0.15628824180570994-0.9692406452684466*i
100,3.081632653,0.12397260817258665-0.9725127965160384*i
100,3.102040816,0.09129302569682649-0.9745191267189807*i
100,3.12244898,0.058206998080498513-0.975154857297488*i
100,3.142857143,0.024715827269891688-0.9741790198390878*i
100,3.163265306,-0.008715791518468682-0.9720090337877964*i
100,3.183673469,-0.04216675861215632-0.9685117942205422*i
100,3.204081633,-0.07571847073319068-0.9634597278093436*i
100,3.224489796,-0.10940816865439945-0.9565796183928946*i
100,3.244897959,-0.1432158058022253-0.9475560466387976*i
100,3.265306122,-0.176995327425453-0.9352865142803006*i
100,3.285714286,-0.21012625468655627-0.9216779575440348*i
100,3.306122449,-0.24267316289384644-0.9065222947779363*i
100,3.326530612,-0.27452575195775136-0.8889480118689279*i
100,3.346938776,-0.3052197639922382-0.8680244916142957*i
100,3.367346939,-0.333865767610968-0.8428917716926698*i
100,3.387755102,-0.35914346552527565-0.8135713394093116*i
100,3.408163265,-0.3810006446417083-0.7819357550190804*i
100,3.428571429,-0.3972000494886827-0.7470102700094848*i
100,3.448979592,-0.4035931144070666-0.7089332534142079*i
100,3.469387755,-0.40309387824651566-0.6729664638605054*i
100,3.489795918,-0.3923920880000657-0.6406967628325648*i
100,3.510204082,-0.36863556248832174-0.6168372339109945*i
100,3.530612245,-0.3427225707376924-0.6082679700617363*i
100,3.551020408,-0.3195948762747862-0.6156901302451259*i
100,3.571428571,-0.30305067193625235-0.6383533836487706*i
100,3.591836735,-0.3024119151831435-0.6649370833406851*i
100,3.612244898,-0.3144405715367205-0.692164171462104*i
100,3.632653061,-0.33815162166878493-0.719217739713926*i
100,3.653061224,-0.3692139180150605-0.7361098646243085*i
100,3.673469388,-0.4041325558145921-0.7455273342166671*i
100,3.693877551,-0.44091313859064885-0.7502601040362751*i
100,3.714285714,-0.4777416021415187-0.7480400424983814*i
100,3.734693878,-0.5136575821248615-0.7410076454851855*i
100,3.755102041,-0.5487020123886944-0.7308172598391027*i
100,3.775510204,-0.5819729752892318-0.7171435662419554*i
100,3.795918367,-0.613516565245106-0.7008922501881676*i
100,3.816326531,-0.6437142374953215-0.6827725025694781*i
100,3.836734694,-0.672156091068312-0.6628180264366521*i
100,3.857142857,-0.6989643040317005-0.6413924162937678*i
100,3.87755102,-0.7244527989744555-0.6187790383773846*i
100,3.897959184,-0.7484266458716081-0.595069874845953*i
100,3.918367347,-0.7709556331027398-0.5704316259120239*i
100,3.93877551,-0.7922533634235779-0.5449720339961676*i
100,3.959183673,-0.8122241086863043-0.518780883346962*i
100,3.979591837,-0.8308940168345466-0.4919563948711573*i
100,4,-0.8484026094734458-0.4645341122968109*i
110,3,0.27079791794352337-0.9517883226315654*i
110,3.020408163,0.24039359916645087-0.9591844418794324*i
110,3.040816327,0.2097917429969031-0.96559713487048*i
110,3.06122449,0.17896036055186093-0.9709961193906017*i
110,3.081632653,0.14786901202892028-0.9753396030210888*i
110,3.102040816,0.11649028576880381-0.9785741901457943*i
110,3.12244898,0.08480127637953606-0.9806350785779077*i
110,3.142857143,0.05282957642784616-0.9813711351280345*i
110,3.163265306,0.02088249753482922-0.9810394629420335*i
110,3.183673469,-0.011086579892019836-0.9795595769679664*i
110,3.204081633,-0.04312131861282671-0.9767925684653056*i
110,3.224489796,-0.07523477578750463-0.9725716477879018*i
110,3.244897959,-0.10740198032183523-0.9667042435614837*i
110,3.265306122,-0.13942329896968103-0.9583564583261523*i
110,3.285714286,-0.17103331173536213-0.9489873822276552*i
110,3.306122449,-0.20228693082351062-0.9384442070211024*i
110,3.326530612,-0.23306048683234423-0.9261135114175172*i
110,3.346938776,-0.2629906494713165-0.9113995005258746*i
110,3.367346939,-0.29144564084876823-0.8938218537223821*i
110,3.387755102,-0.3174408824415187-0.8734864146039656*i
110,3.408163265,-0.341349027883261-0.8515696245805392*i
110,3.428571429,-0.3615022073415292-0.8276479440216243*i
110,3.448979592,-0.375634748240939-0.8034332529745956*i
110,3.469387755,-0.38535220299872125-0.7789844326268696*i
110,3.489795918,-0.38922878305697167-0.7578295527576787*i
110,3.510204082,-0.3870295417990367-0.7428769460533747*i
110,3.530612245,-0.3853424964262498-0.7365526161728434*i
110,3.551020408,-0.3871720104552479-0.7383896329181032*i
110,3.571428571,-0.3947541546466912-0.7466712625463366*i
110,3.591836735,-0.41080289113345453-0.75503456205048*i
110,3.612244898,-0.4334052170551569-0.7617817868856894*i
110,3.632653061,-0.458852949822861-0.7641837059414879*i
110,3.653061224,-0.48805636774074385-0.7625984049468184*i
110,3.673469388,-0.5182902634717244-0.7568211188749902*i
110,3.693877551,-0.5486069820981809-0.7484278800681999*i
110,3.714285714,-0.5784274062458241-0.7363601970928731*i
110,3.734693878,-0.6073030390391504-0.7216980259571627*i
110,3.755102041,-0.6353237378206353-0.705251845363443*i
110,3.775510204,-0.6620618915885458-0.6868495335267132*i
110,3.795918367,-0.6875597668247877-0.6669353689530868*i
110,3.816326531,-0.7120178296228232-0.6458390131253746*i
110,3.836734694,-0.7352240628508586-0.6235919346458071*i
110,3.857142857,-0.7572363123815641-0.6003748466487878*i
110,3.87755102,-0.778207544659316-0.576319052323045*i
110,3.897959184,-0.798031048278468-0.5514891940281523*i
110,3.918367347,-0.8167329435368926-0.5259775047642524*i
110,3.93877551,-0.8344160468855681-0.4998348701499803*i
110,3.959183673,-0.8510232900432116-0.4731250740975363*i
110,3.979591837,-0.8665587948309121-0.44591254266544433*i
110,4,-0.8810900549810821-0.41821455534224916*i
120,3,0.2858128318061443-0.9512002511121591*i
120,3.020408163,0.2563124343468214-0.9592221292571915*i
120,3.040816327,0.22661658753789501-0.9663186365744274*i
120,3.06122449,0.19671565142263628-0.9724786621682521*i
120,3.081632653,0.1665996379951396-0.9776855538290631*i
120,3.102040816,0.1362589775568104-0.9819170900724421*i
120,3.12244898,0.10568528647619031-0.9851455680095743*i
120,3.142857143,0.07493398081360353-0.9873153182980946*i
120,3.163265306,0.0441737488028638-0.9885073369969704*i
120,3.183673469,0.013388948318566931-0.9886947500127832*i
120,3.204081633,-0.01743373219769378-0.9878278927063069*i
120,3.224489796,-0.048295581977600026-0.9858440719920972*i
120,3.244897959,-0.07918362095196654-0.9826681794453356*i
120,3.265306122,-0.11000302843295967-0.9779218169296237*i
120,3.285714286,-0.14056927964578064-0.9722786575726093*i
120,3.306122449,-0.170911913400122-0.9656695168360072*i
120,3.326530612,-0.20098680930549406-0.9578311145148259*i
120,3.346938776,-0.2306473904381969-0.9485284086390067*i
120,3.367346939,-0.2596383536012138-0.937591471835872*i
120,3.387755102,-0.28769779430240766-0.9251567803995032*i
120,3.408163265,-0.3145873625547037-0.9114042416243108*i
120,3.428571429,-0.33991962515104934-0.8964259948840093*i
120,3.448979592,-0.36239771844966473-0.8811161680972611*i
120,3.469387755,-0.3839842508554144-0.8648658013459845*i
120,3.489795918,-0.4029442730071031-0.8491552535074837*i
120,3.510204082,-0.41913565781595274-0.835217220711465*i
120,3.530612245,-0.4353554893887886-0.8240367343574274*i
120,3.551020408,-0.45266646947805184-0.8154969705007818*i
120,3.571428571,-0.4719366035433585-0.8088676262621625*i
120,3.591836735,-0.4936642259199348-0.8016417511257373*i
120,3.612244898,-0.5173258705763746-0.7932784644859311*i
120,3.632653061,-0.5423498422357572-0.7832546557967578*i
120,3.653061224,-0.5681282571149904-0.7710178129816228*i
120,3.673469388,-0.5939328321276388-0.7567657312691743*i
120,3.693877551,-0.6193725677983085-0.7411986591675448*i
120,3.714285714,-0.64427372849398-0.7237726021854799*i
120,3.734693878,-0.6684250644490968-0.7049612964721795*i
120,3.755102041,-0.6918902476907322-0.6850912944298472*i
120,3.775510204,-0.7144800604530954-0.6640928708904675*i
120,3.795918367,-0.7360701104528502-0.6421205145937503*i
120,3.816326531,-0.7567090787095138-0.619309866707078*i
120,3.836734694,-0.7764706965156236-0.5957626687742416*i
120,3.857142857,-0.7954455531796814-0.5715462468138952*i
120,3.87755102,-0.8137012612461066-0.5466835137743852*i
120,3.897959184,-0.8308965016651388-0.5211703360954322*i
120,3.918367347,-0.8471157082042856-0.49514594384397353*i
120,3.93877551,-0.8623945159845482-0.4686353412797346*i
120,3.959183673,-0.8767657442884575-0.4416550551488345*i
120,3.979591837,-0.8902583996382134-0.41421381742888497*i
120,4,-0.9028967833602689-0.38631341235576794*i
130,3,0.2935844124539529-0.9509250070008614*i
130,3.020408163,0.26455587712976747-0.95927744226133*i
130,3.040816327,0.235337484722535-0.9667317751440118*i
130,3.06122449,0.2059289982941783-0.9732888524531462*i
130,3.081632653,0.17632939697963496-0.9789469441231073*i
130,3.102040816,0.14653727499797173-0.9837016516950279*i
130,3.12244898,0.11655125099239887-0.9875458748155475*i
130,3.142857143,0.08643920851702928-0.9904628080805579*i
130,3.163265306,0.05630303088866356-0.9924556066762573*i
130,3.183673469,0.026144044347282375-0.9935240663865483*i
130,3.204081633,-0.00403718827083339-0.9936630151278883*i
130,3.224489796,-0.03423948751089346-0.9928633988219895*i
130,3.244897959,-0.0644606011143996-0.9911124095991463*i
130,3.265306122,-0.09465607565459401-0.9883639460868181*i
130,3.285714286,-0.12468807925646844-0.9847131474111829*i
130,3.306122449,-0.15455785476558112-0.9801510775985811*i
130,3.326530612,-0.184263103944616-0.9746458944769022*i
130,3.346938776,-0.21378602788466272-0.9681699588865659*i
130,3.367346939,-0.24309296501068856-0.9607019762183584*i
130,3.387755102,-0.27206519487904324-0.9522581134373878*i
130,3.408163265,-0.3007024803521563-0.9429152913282779*i
130,3.428571429,-0.3289113932925147-0.9326497172806152*i
130,3.448979592,-0.35663780408423984-0.9216389960229241*i
130,3.469387755,-0.3837625149785104-0.9096790957426627*i
130,3.489795918,-0.41029476166797174-0.8970405396853259*i
130,3.510204082,-0.4362455422506076-0.8838368281749749*i
130,3.530612245,-0.4618064230716214-0.8702665949784384*i
130,3.551020408,-0.48712943980650275-0.8563041519777673*i
130,3.571428571,-0.5123330521054932-0.841851732350009*i
130,3.591836735,-0.5373746223070046-0.8266322623814714*i
130,3.612244898,-0.5621900024209949-0.8105868428748394*i
130,3.632653061,-0.586584484981506-0.7935132899470418*i
130,3.653061224,-0.6106200592695048-0.7756563631167055*i
130,3.673469388,-0.634141227169568-0.7569358650974065*i
130,3.693877551,-0.6570830033968287-0.7374440675132977*i
130,3.714285714,-0.6794130050131381-0.7171387688966333*i
130,3.734693878,-0.7010852021621673-0.6960926224503311*i
130,3.755102041,-0.7221112058586333-0.6743315790705734*i
130,3.775510204,-0.7424359359632814-0.6518858478733812*i
130,3.795918367,-0.7619982618080288-0.6288286530231295*i
130,3.816326531,-0.7808041696247047-0.6051774447779888*i
130,3.836734694,-0.7988597315690308-0.580943864355226*i
130,3.857142857,-0.8161705034036221-0.556133913970657*i
130,3.87755102,-0.8327380420292146-0.5307483688132772*i
130,3.897959184,-0.8484838043998308-0.5048674085610597*i
130,3.918367347,-0.8633832678652255-0.4785572825437306*i
130,3.93877551,-0.8774424532377547-0.45182242379315907*i
130,3.959183673,-0.8906650672648432-0.4246653505720483*i
130,3.979591837,-0.9030522420129581-0.3970870354496904*i
130,4,-0.9146023274502716-0.3690873121761178*i
140,3,0.2935279304414341-0.9509043509159575*i
140,3.020408163,0.2644987034645161-0.959253592425924*i
140,3.040816327,0.23528110982298464-0.9667046786190199*i
140,3.06122449,0.20587415668147102-0.9732585069697935*i
140,3.081632653,0.17627631618679818-0.9789133381853331*i
140,3.102040816,0.14648591801405725-0.9836647443613757*i
140,3.12244898,0.11650154262980707-0.9875056096008571*i
140,3.142857143,0.08638665224809076-0.9904103619039433*i
140,3.163265306,0.05625262675253075-0.9923983624794958*i
140,3.183673469,0.02609842985392491-0.9934664891549057*i
140,3.204081633,-0.004077613711450818-0.9936058364792203*i
140,3.224489796,-0.03427545217301535-0.9928051089078196*i
140,3.244897959,-0.06449311139525989-0.9910509160509655*i
140,3.265306122,-0.09460667718353231-0.9882522742674336*i
140,3.285714286,-0.12460563152449426-0.9845918944302148*i
140,3.306122449,-0.154492771007089-0.9800484221865869*i
140,3.326530612,-0.18423040220828127-0.9745638547835758*i
140,3.346938776,-0.2137749365626739-0.968097301530947*i
140,3.367346939,-0.24308312061692067-0.9606241015656269*i
140,3.387755102,-0.272005704564952-0.9522122941094936*i
140,3.408163265,-0.3006588340330464-0.9428562739884171*i
140,3.428571429,-0.32887162546081045-0.9325721222590024*i
140,3.448979592,-0.3567283771250797-0.9216918484740998*i
140,3.469387755,-0.3837771150105407-0.9096518775287779*i
140,3.489795918,-0.4102022950323473-0.8969688477354952*i
140,3.510204082,-0.43619677847096794-0.8837553493343584*i
140,3.530612245,-0.4616566578899652-0.8702335654870407*i
140,3.551020408,-0.4869251913399411-0.8563866049265292*i
140,3.571428571,-0.5122700714682016-0.8419297537061021*i
140,3.591836735,-0.5373569938682214-0.8267990160875185*i
140,3.612244898,-0.5622515163132095-0.8108413987857738*i
140,3.632653061,-0.5866337534245591-0.7935770262630646*i
140,3.653061224,-0.6107017165826054-0.7756987157977557*i
140,3.673469388,-0.6342543167663006-0.7569465645186798*i
140,3.693877551,-0.6571517094341336-0.737446477823962*i
140,3.714285714,-0.6794808274733183-0.717122916237063*i
140,3.734693878,-0.7011495899282552-0.6960563589886525*i
140,3.755102041,-0.7221654570712098-0.6742983273429392*i
140,3.775510204,-0.7424848678501319-0.6518439463635801*i
140,3.795918367,-0.7620369641717909-0.6287747371308734*i
140,3.816326531,-0.7808292617445626-0.6051095123754721*i
140,3.836734694,-0.7988716492951476-0.5808654551211474*i
140,3.857142857,-0.8161764859951702-0.5560573396761539*i
140,3.87755102,-0.8327520247049746-0.530691877224103*i
140,3.897959184,-0.8484918110830535-0.5048100312314568*i
140,3.918367347,-0.8633846591707441-0.47849992596951973*i
140,3.93877551,-0.8774368178595107-0.4517658545622524*i
140,3.959183673,-0.8906527397424854-0.4246101438475492*i
140,3.979591837,-0.9030348157155039-0.39703342079467124*i
140,4,-0.9145831396023376-0.36903491708131614*i
150,3,0.2858267606032212-0.9511284530901148*i
150,3.020408163,0.2557745419224857-0.9588542106323481*i
150,3.040816327,0.22577687457349352-0.9657306505134151*i
150,3.06122449,0.19579110981545328-0.9717567157301786*i
150,3.081632653,0.1657751159230898-0.9769208779862298*i
150,3.102040816,0.13568914355207315-0.9812011207853905*i
150,3.12244898,0.10549773833634848-0.9845652759880986*i
150,3.142857143,0.07517162403916097-0.9869717409034202*i
150,3.163265306,0.04468946500914261-0.9883705860459442*i
150,3.183673469,0.014039404344418029-0.9887050399344286*i
150,3.204081633,-0.01677973337845268-0.9879133057624462*i
150,3.224489796,-0.04775768492013127-0.9859306250248173*i
150,3.244897959,-0.07887253203231105-0.9826914561608068*i
150,3.265306122,-0.10971138332758316-0.9783023870356158*i
150,3.285714286,-0.14028898363941905-0.9728470864942979*i
150,3.306122449,-0.17065133227425103-0.9661120346533114*i
150,3.326530612,-0.20063171356165074-0.9579246564667023*i
150,3.346938776,-0.23024617057519595-0.9485859032814212*i
150,3.367346939,-0.25923160310206905-0.937796744429341*i
150,3.387755102,-0.2869359008387064-0.9253723462148418*i
150,3.408163265,-0.3140391596885935-0.9118469814818597*i
150,3.428571429,-0.33957889525524715-0.8970049834337649*i
150,3.448979592,-0.36224949507131926-0.8819773170476722*i
150,3.469387755,-0.38372572782974673-0.865829699392167*i
150,3.489795918,-0.4028064019710249-0.8500417813767481*i
150,3.510204082,-0.41903471948328685-0.8360054731666132*i
150,3.530612245,-0.43536259753989753-0.8248122956015768*i
150,3.551020408,-0.4529280901946992-0.8164312373637758*i
150,3.571428571,-0.4724601685620382-0.8100838568181722*i
150,3.591836735,-0.4949572078707257-0.8027924788199081*i
150,3.612244898,-0.5191000865041091-0.7940135437939321*i
150,3.632653061,-0.5435627133205285-0.783749877115908*i
150,3.653061224,-0.5694039078332357-0.7712516529274941*i
150,3.673469388,-0.5952278651114267-0.7567206265672227*i
150,3.693877551,-0.6205142652756812-0.7411274367964318*i
150,3.714285714,-0.6453472564309712-0.7235610017586331*i
150,3.734693878,-0.6694164485186859-0.7046138144457895*i
150,3.755102041,-0.6927796743588832-0.6847110071032566*i
150,3.775510204,-0.7152303548367202-0.6636386876370022*i
150,3.795918367,-0.7367741633540227-0.6416292570840525*i
150,3.816326531,-0.7575125617822719-0.6188404476112248*i
150,3.836734694,-0.7773111987532151-0.5952642308602805*i
150,3.857142857,-0.79618748438741-0.5709961133836022*i
150,3.87755102,-0.8142223200922275-0.5460875674622271*i
150,3.897959184,-0.8313664625989036-0.5205586353144752*i
150,3.918367347,-0.8475294972617251-0.49452355451358926*i
150,3.93877551,-0.8627497192674659-0.4680065292853632*i
150,3.959183673,-0.8770659724259946-0.44102329616443914*i
150,3.979591837,-0.890516161696713-0.41358112368865607*i
150,4,-0.9031357939397939-0.3856791192413449*i
160,3,0.2713572439248843-0.9516223677527876*i
160,3.020408163,0.23994613177532045-0.9584000371515085*i
160,3.040816327,0.208789089241583-0.9643561936204949*i
160,3.06122449,0.17779559465467473-0.9694862075806855*i
160,3.081632653,0.14687353256601957-0.9737644221488043*i
160,3.102040816,0.11593299613831576-0.9771430125824258*i
160,3.12244898,0.08489053509008619-0.9795515272412928*i
160,3.142857143,0.05367373528411942-0.980897263677057*i
160,3.163265306,0.02222596332690178-0.981066622405352*i
160,3.183673469,-0.009488949458809258-0.9799275525857662*i
160,3.204081633,-0.04148237082427716-0.9773331519278925*i
160,3.224489796,-0.0737372231048206-0.9731264005990873*i
160,3.244897959,-0.10620541431220522-0.9671458889745567*i
160,3.265306122,-0.13828731487643306-0.9596432983088251*i
160,3.285714286,-0.16995778346696125-0.9507647754415324*i
160,3.306122449,-0.20125518733589293-0.9400030212546882*i
160,3.326530612,-0.23187135307677947-0.9269480389473593*i
160,3.346938776,-0.261702159757451-0.9122153243404738*i
160,3.367346939,-0.29022554805895473-0.8951198673263973*i
160,3.387755102,-0.3162489674803189-0.8750404104225197*i
160,3.408163265,-0.3404063357085313-0.8535431035742511*i
160,3.428571429,-0.36094710788297113-0.8299924288180299*i
160,3.448979592,-0.374140382139832-0.8043267738422099*i
160,3.469387755,-0.3848805418981896-0.7812532638999037*i
160,3.489795918,-0.39033226004737903-0.760387308255292*i
160,3.510204082,-0.388000805175985-0.7450832276145795*i
160,3.530612245,-0.3870357453724513-0.7381338061416602*i
160,3.551020408,-0.389527163827505-0.7391669749303542*i
160,3.571428571,-0.3966667030436204-0.7474021429825729*i
160,3.591836735,-0.41286877563190394-0.7540226754622242*i
160,3.612244898,-0.4341655645718955-0.7586513189046924*i
160,3.632653061,-0.46027923128382336-0.7641448174382905*i
160,3.653061224,-0.48932095101615536-0.7623466615023299*i
160,3.673469388,-0.5193551778034899-0.7563402059463725*i
160,3.693877551,-0.5496268512915804-0.7481509617378888*i
160,3.714285714,-0.5793373775686038-0.736022577516215*i
160,3.734693878,-0.608090324754375-0.7212841913383023*i
160,3.755102041,-0.6360715703400024-0.7048832221674685*i
160,3.775510204,-0.6627320848945331-0.6864592417875142*i
160,3.795918367,-0.6881410280385758-0.6665185478652222*i
160,3.816326531,-0.712561169584295-0.6454328690171491*i
160,3.836734694,-0.7357079694070692-0.6231801823859319*i
160,3.857142857,-0.757653741078221-0.5999588065533218*i
160,3.87755102,-0.7785864026877793-0.5759079604937043*i
160,3.897959184,-0.7983620808617224-0.5510816025239231*i
160,3.918367347,-0.8170129805354782-0.5255766778100818*i
160,3.93877551,-0.834659497421978-0.4994420269850867*i
160,3.959183673,-0.8512274701710005-0.47274208062483053*i
160,3.979591837,-0.8667230247798405-0.4455426509642447*i
160,4,-0.8812218829064816-0.4178573571035752*i
170,3,0.2511657414536514-0.9523757145776482*i
170,3.020408163,0.2195501586627675-0.9589467074423299*i
170,3.040816327,0.18776792950763876-0.964462413706342*i
170,3.06122449,0.15574202003024537-0.9688672753537109*i
170,3.081632653,0.12340108015170873-0.9720863863411341*i
170,3.102040816,0.09068294182873708-0.9740259263919656*i
170,3.12244898,0.057538109759781755-0.9745742838758761*i
170,3.142857143,0.023920647442379678-0.9734126199566474*i
170,3.163265306,-0.009569050779170609-0.9711004988146904*i
170,3.183673469,-0.04303756439892557-0.9674891276739546*i
170,3.204081633,-0.07660110073851556-0.9623097824972334*i
170,3.224489796,-0.11032094039504281-0.9552438641585814*i
170,3.244897959,-0.14418835776022648-0.9459331850605562*i
170,3.265306122,-0.17810764705600848-0.9329665772660206*i
170,3.285714286,-0.21119778381193935-0.918815475449798*i
170,3.306122449,-0.24358763610140605-0.9033222789823573*i
170,3.326530612,-0.2752323673711818-0.8854373964418708*i
170,3.346938776,-0.3056310351223381-0.8640095726621551*i
170,3.367346939,-0.33373706664112474-0.8379786441008014*i
170,3.387755102,-0.35804583729220807-0.8074614927279133*i
170,3.408163265,-0.3785798539329477-0.7750452166738587*i
170,3.428571429,-0.392870359403943-0.7395110732082778*i
170,3.448979592,-0.39652042920229813-0.7013299919486768*i
170,3.469387755,-0.3928269609840205-0.6662141328719936*i
170,3.489795918,-0.3788316279193006-0.6365136748815303*i
170,3.510204082,-0.3523848918399501-0.6175990841303973*i
170,3.530612245,-0.32669147292991085-0.6145614692196082*i
170,3.551020408,-0.30600220700079833-0.6268944788032101*i
170,3.571428571,-0.2939752126012627-0.6535404218053675*i
170,3.591836735,-0.29870665797780704-0.6817130667439414*i
170,3.612244898,-0.3155008061437162-0.7080023039960306*i
170,3.632653061,-0.342156165651834-0.73202274594059*i
170,3.653061224,-0.3750413256117175-0.7463627252727452*i
170,3.673469388,-0.4107681734535204-0.753421018524035*i
170,3.693877551,-0.4480147286754462-0.7559871233252291*i
170,3.714285714,-0.4846709667042677-0.7520802063095036*i
170,3.734693878,-0.5201713203488697-0.7437266682384921*i
170,3.755102041,-0.5548044075878814-0.7324891942205208*i
170,3.775510204,-0.5875614177930746-0.7180234126155446*i
170,3.795918367,-0.6185797690182417-0.7011719751189273*i
170,3.816326531,-0.6483198161535314-0.6825837424213929*i
170,3.836734694,-0.6763127639379147-0.6622780866059138*i
170,3.857142857,-0.7027003130346637-0.6405915145339331*i
170,3.87755102,-0.7278236186110009-0.6177727399326747*i
170,3.897959184,-0.7514568981220594-0.593913262298279*i
170,3.918367347,-0.7736731750835389-0.5691685471995077*i
170,3.93877551,-0.7946949094738917-0.5436261861680916*i
170,3.959183673,-0.8144117741606737-0.5173792140089811*i
170,3.979591837,-0.832849563751532-0.49052142276073796*i
170,4,-0.8501496367234773-0.4630766410054633*i
180,3,0.22825551067309507-0.9533147078951564*i
180,3.020408163,0.19525335641996572-0.9589571831445813*i
180,3.040816327,0.16208661861477122-0.9634436470726426*i
180,3.06122449,0.12864388808040003-0.9666970457518947*i
180,3.081632653,0.09481993143562029-0.9686118057721264*i
180,3.102040816,0.0605210350696815-0.9690537132339608*i
180,3.12244898,0.025670577221187558-0.9678608405889367*i
180,3.142857143,-0.00982371861644711-0.9646342368777011*i
180,3.163265306,-0.04513350745853021-0.9600598646928982*i
180,3.183673469,-0.08040525340624839-0.9539371548053667*i
180,3.204081633,-0.11580931051996987-0.9459010922411842*i
180,3.224489796,-0.1514454171449846-0.9355036265962897*i
180,3.244897959,-0.18731620862674225-0.9222243264930042*i
180,3.265306122,-0.22342979110733432-0.9044817485639722*i
180,3.285714286,-0.2583814199705776-0.8849786291414836*i
180,3.306122449,-0.29223600221299445-0.8635068357572745*i
180,3.326530612,-0.3249563549830116-0.8387892859183216*i
180,3.346938776,-0.3559261032474198-0.8093005748468731*i
180,3.367346939,-0.38374645174305494-0.7735000230241297*i
180,3.387755102,-0.4061113948775955-0.7267153532187894*i
180,3.408163265,-0.4206778848876294-0.6780521693432333*i
180,3.428571429,-0.42750820518532057-0.6309464406766161*i
180,3.448979592,-0.42514200649895634-0.5839478300305131*i
180,3.469387755,-0.40866379324375585-0.5368931981460252*i
180,3.489795918,-0.37116508336278087-0.49537267558994524*i
180,3.510204082,-0.31512512993471437-0.4709402546747457*i
180,3.530612245,-0.2605550317109622-0.47120518642422327*i
180,3.551020408,-0.21239720616214658-0.49569281857621106*i
180,3.571428571,-0.17771659961194602-0.5426167518871736*i
180,3.591836735,-0.1681309901053583-0.5950713868352577*i
180,3.612244898,-0.17893657132939317-0.6458897233083137*i
180,3.632653061,-0.20564139710658558-0.6929122359748433*i
180,3.653061224,-0.24268219226651772-0.7263982223813115*i
180,3.673469388,-0.28490381947410764-0.7490203024159435*i
180,3.693877551,-0.33011910279171675-0.764140068184714*i
180,3.714285714,-0.3748382750140733-0.769976049137308*i
180,3.734693878,-0.4182131377251841-0.7692014326739298*i
180,3.755102041,-0.4605584741059288-0.7639888693598174*i
180,3.775510204,-0.5004217685304428-0.7541818653307085*i
180,3.795918367,-0.5379862578331468-0.7409693029913246*i
180,3.816326531,-0.5739063185958062-0.7252877737967015*i
180,3.836734694,-0.6075390142550611-0.7072577027115076*i
180,3.857142857,-0.6390971138982365-0.6873655637040684*i
180,3.87755102,-0.6691270442533842-0.6659696219209762*i
180,3.897959184,-0.6974566819386948-0.6431958801579106*i
180,3.918367347,-0.7237510731974222-0.6193223754877913*i
180,3.93877551,-0.7483013020862211-0.5945145442404728*i
180,3.959183673,-0.7713921312406694-0.5688690984911452*i
180,3.979591837,-0.7932902230782783-0.5424217184361418*i
180,4,-0.8142350711541548-0.5151562092844975*i
190,3,0.2050678956783258-0.9541485992972115*i
190,3.020408163,0.17067803447928764-0.9588450302254758*i
190,3.040816327,0.13612267091071262-0.9622766152370323*i
190,3.06122449,0.10125905756120339-0.9643472100297252*i
190,3.081632653,0.06595025797096558-0.9649228674213549*i
190,3.102040816,0.030072406169798987-0.9638308479060418*i
190,3.12244898,-0.006477472302062743-0.9608600320681281*i
190,3.142857143,-0.04383030340311238-0.9555531525025235*i
190,3.163265306,-0.08094516766635411-0.9486747760888536*i
190,3.183673469,-0.1180017004471494-0.9399789775857312*i
190,3.204081633,-0.1552181526383876-0.9290163299257869*i
190,3.224489796,-0.19272895132729817-0.9152197121083533*i
190,3.244897959,-0.23054601044057194-0.8979138144227881*i
190,3.265306122,-0.2687444770144827-0.875368179882182*i
190,3.285714286,-0.3054552022810983-0.8504762030584394*i
190,3.306122449,-0.3406633791270507-0.8229557335497868*i
190,3.326530612,-0.37430760019710574-0.7913216026034021*i
190,3.346938776,-0.40564299700009876-0.7537222971359018*i
190,3.367346939,-0.4329318783697584-0.7081961282412554*i
190,3.387755102,-0.4531565634482566-0.6495790949638698*i
190,3.408163265,-0.4631636201376753-0.5883365231948479*i
190,3.428571429,-0.4628413075232637-0.5285359075559424*i
190,3.448979592,-0.4502399374832984-0.46848488402304606*i
190,3.469387755,-0.41869070805225983-0.4084376184600932*i
190,3.489795918,-0.359873385259715-0.3562515493730935*i
190,3.510204082,-0.277336072650802-0.32681549239440955*i
190,3.530612245,-0.19490507740288593-0.3304248886390644*i
190,3.551020408,-0.12040572819171777-0.3669498542839121*i
190,3.571428571,-0.06418022906954045-0.43326655826443766*i
